Link,Title,Comment,Likes
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I was at a Costco in Lynwood Washingon and remembered specifically in the early 90's when all Costco's at that that time only accepted cash. The reason why they sold the roasted chicken and cheap hot dogs was because of the long travel time for its customers.  Back when they started Costco's were sparse.  And sometimes you'd have to drive 45 minutes or more on the interstate. The cheap food sold at a loss was something for it's customers between the shopping and the long travel home.  The rotisserie chicken was also part of that idea.  A take away to be enjoyed at home for cheap.  Also, back in the early 90's, the chicken was 3.99.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"In other words, the chicken price and the demand for those chickens have hit equilibrium, which is when the market price of quantity of goods supplied is equal to the quantity of goods demanded at said price. This is the point at which the demand and supply curves in the market intersect, and it's also where profit is maximized. That's why it's not always better to raise prices or lower them.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"The reason the cooked ones are cheaper is because most people don't go buy 6 months worth of chicken when it's already cooked. Costco wants you to keep coming back and buying a freshly cooked chicken and just about everything else you see.  If you stock up on uncooked chicken, it's unlikely you'll be back in multiple times for other items.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Both the rotisserie chicken and the hot dog/soda deal are “loss leaders” because, while you are there, you’ll spend 2 to 3 hundred dollars on regular costco stuff.  Love costco, but that’s why the chicken and hot dogs stay so cheap.",1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,I can't hate on Costco. One of life's pleasures on this mundane realm.,615
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I'm always gonna have fond memories of chowing down the rotisserie chicken from Costo, cause my aunt usually gets it for my family and I as a convenient dinner staple (':",1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I used to hate the concept of a big box store like Costco when I was younger and in grad school.  But my wife raved on and on about the Polish Sausage.  ""You've never had one?""  No.  I had not.  And so finally one day I went just out of curiosity.  And now it's a weekend visit.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Costco actually taught me a lot about being a shrewder customer. You get in for 2 or 3 essentials and gtfo. Who is it, on a busy Monday evening, that is asking the name of the chicken farmer? y'all do that??  You can always tell who just joined because they have a heaping cart of random and look terrified at the checkout.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Was there yesterday and the lady in front of me at checkout had only one item. Yep, a rot chicken. I was in awe.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Great chicken. Sad part is you HAVE to throw about 30-40% of them away once the store closes. I worked in the chicken dept at Costco for a couple months and had to throw perfectly edible chickens away each night bc they didn’t sell.,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Once in a restaurant in Geneva I had poulet de Brest - chicken from the Breat region of France. . It tasted incredible and makes our chickens taste like saw dust. Of course it was very expensive and I found out that the whole poulet de Brest chicken in a store cost $30.00.,4
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"In my country, average supermarket rotisserie chicken rarely costs above $5 unless they tastes so, soooo good. They don't pack in containers, they use bags.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"BJ chickens are larger, Perdue (which I prefer) and still cost #4.99. IMHO, they also taste better. The down side is that BJ's is absolutely horrible at having them available. I have gone there when there were none left, and they told me it will be 2.5 hours until new ones are ready. They seem to have no concept of thinking ahead, they wait until they run out, then put new ones in the rotisserie.",1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"No big mystery.  It's what they call a ""loss leader"", and all big stores do it.  For some stores it's soda.  Others it's bottled water.  It can be different products at different times.

Costco's loss leader happens to be chickens.",5
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,They purposely don't label their isle so it forces you to actually browse and look around.  They'll occasionally shift or slightly move products for regular shoppers to stop and see deals.,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,You answered your own question on why the cooked is cheaper than the raw. They go bad faster. Plus doesn’t take much labor for rotisserie chicken,1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Well I guess my comments had NOTHING to do about their chicken. Lol. BUT when I was hired at COSTCO in October of 2004 I actually worked in the Deli and I loaded that oven everyday with those chickens!!!! They are DELICIOUS! After that I went to work on the front-end and then the Gas Station which was my FAVORITE job! I also helped out  as a door greeter the meat market Demos AND the seafood roadshows. I got around that store. Lol.,18
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,The Rotisserie chicken is there to draw you in. At my store its placed at the very back so you gotta go through the WHOLE store in order to buy it. Meaning you're more likely to buy something(s) else too before you get away with the chicken.,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"The dark meat is always mushy.  I'm thinking it has to do with what they are injecting it with.  I just recently started buying Kroger's 'baked chicken' (in Atlanta area). And holy cow, that stuff is like crack.  Two packages (like two chickens) for 10 bucks, and the meat has normal texture.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,So what's the regular price for a rotisserie chicken in the US? In my country rotisserie chickens are sort of a frugal choice for people on a budget since they are cheap (around 4 to 5 USD tops),
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I went into a publics and the price of a rotisserie chicken was 8.99 ,so I called Costco  and ask If i could come buy just one chicken because it was like pharmacy food for the soul ,they said no so I asked if they could start selling the whole cooked at the food court ,the manager said he would look into it.I got chicken on my taste buds so I was not going to give up,I then asked if I could borrow a chicken for 4.99 and promise to buy a membership on pay day,the answer was still no and you could see the ripples starting to form on his fore head at that point I attempted to ask one more question and he blurted out just go and get 1 chick and no more and man did it taste good when I got home.I wore him down but the next day I sent  an e-mail to the corporate office and recommended the he be the employee of the year. I love that Costco's chicken.",2
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Sam's chicken has always been $4.99 and they have always been cooked in the same large rotisserie machine... and they look much better than those chicken that they've showed!!!,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Even though I love their Rotisserie Chicken, I have gotten so many shockingly raw ones that I have been grossed out from eating them for many months on end, time after time. I have some amazing photos that I wish I could post in here.",3
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I used to love it. This was my main motivation for the membership. Then something changed in the taste- it got weird. Have not had it in couple of years, quit renewing the membership. When it was good it was absolutely the best.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"So happy we  finally got a Costco in Leduc,Alberta, Canada! Cheaper gas, groceries, clothes!  Bravo Costco!",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,That's funny. I just bought a chicken from there and was wondering how and why they sell it so cheap. Thanks for the explanation!,1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"My wife once asked me to drive 10 miles away to get a Costco chicken when I could get one at a nearby grocery store for $1 more. I went to Costco and spent $100 on other delicious foods, which she didn't appreciate.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,It works.  There are times I go there and the chicken is the only thing on my mind..  $50 later and I am still happy because of the chicken.,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I love Costco Rotisserie Chicken. And Yes, I have actually gone in to just buy a chicken.",6
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,I've bought 400 of those for a huge family party . The store manager was okay with it.,2
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,BIG......BIG....fan of Costco.   Great review.   Costco RULES !!   Love shopping there!  Mostly early afternoons on weekdays.,1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"We spend in 2 visits a month, 1500-2000$ at costco (700 to 1000 every 2 weeks) I have 6 kids but we never run low on food. I used to do walmart and superstore (canada) and would spend about the same but by the next week we were already getting low. So id end up spending more in the long run, plus i live an hour from the city so time and money were spent getting more. My oldest son takes a whole chicken to school for lunch, he gets the best reactions",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,I picked one up last night.   The cashier was shocked that I didn't buy anything else.  I just needed the chicken and I live 5 minutes away so no big deal to go in for just that.  My mom thinks they're the best but it was just OK.  They do make good soup if you use the carcass.  But for taste I actually like Walmart rotisserie better.,2
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I love their rotisserie chicken and foot long dogs (along with massive packages of toilet paper) and SAMPLES to EAT! But, truth be known, our local Walmart marks down it's rotisserie chicken after it's sat under the warming bins for a few hours to $2.74 ! Yes, they take them and set them in the odd lots of cheese/meats from the deli section. Can't beat $2.74 for a rotisserie chicken that can feed a family of 4, even if it's cold.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Home Depot started out selling the large can of WD 40 for seventy seven cents while they paid one dollar eleven for that product.It is just the cost of getting customers in your store to buy additional items.,6
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Same in Australia, Chicken is very cheap here we always have an oversupply of chickens. Cost $7 Australian dollars (5 US dollars) for oven roasted chicken at most major supermarkets.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"The thing about their chicken vs almost all the other competition, at least up here in Canada, is that their chicken is moist all around.  Go to any of the major grocer chains and you'll usually get something that is over done and dry especially the breast meat.  Costco consistently keeps that area quite moist.  I think they're done in a brine vs everyone else that just throws seasonings on it.  Any Costco employee care to shed light in that?",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,The chickens are cooked by Costco's standards but when we buy one before we eat it it goes in the oven for about 30 minutes to heat it up and dry it out. Then I would say its delicious.,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"The reason why everything is so cheap at Costco is because they make their money off the membership, not all the products they sell. Do they make a very tiny bit of money off each item they sell? Yes. And they don’t loss money on hotdogs they break even.",1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Here in Australia we pay heaps less for rotisserie chicken from Woolworths and Coles. But we then get the rolls, tomato sauce aka ketchup butter and maybe a leafy salad. The salad cost nearly as much as the chicken lol.",1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Walmart still has a 5 dollar chicken where I live. They sure are tasty . The local super markets went to 7 or 8 dollars and do not even spice them.,20
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Its because as a human while walking to get your chicken you’re bound to buy everything and anything you set your sights on because of the large quantity for a cheaper price. I can’t help myself when I see the snack isles while leaving!,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"When I was a student I used to buy roasted chicken from a store in Kista, north of Stockholm, they cost 15SEK each, less than 2 USD. The size was small but enough for one dinner. In the mean while a can of coke costs 10SEK...",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,I got a Costco chicken once that weighed over 5 pounds. The reason it's in the back of the store is also because it's usually adjacent to the meat department.,
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"There’s an easy system, 1/2 or 2/3. Charge more or charge less gambling a lower buy in will most likely sell more than ever would have at a higher point. Two fourths versus three fourths is valuable considering it’s more feet in the store.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I’ve never been to a Costco but I’ve always wanted to.
It seems like a magical place",2
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,we love Costco for the quality and price point.,5
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I used to work for a chain national grocery store in the seafood department, not gonna name it, but the lobsters you see cooked in the sea food department that are much cheaper then the live ones, the reason they are so cheap is cause they died in the tank and they couldn't afford to take a complete loss, we were not told a certain amount of time to cook and sell once they died, once we noticed a dead one we were to cook and sell it, none of us were food experts just normal people working for minium wage.... So yeah....",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"Cooked is cheaper than uncooked, because they aren't paying that much for the chickens in the 1st place. They're making money off the chickens and even the additional items one buys at Costco. I recall the good old days when chicken wings were the cheapest uncooked chicken by the pound, now it's thighs or leg quarters that is the cheapest cut of bird. That family pack of wings is $ 10-12 now for about 4 lbs of uncut wings, you used to be able to get those for $ 3-4 for the family pack.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"It's not complicated.  All stores do 'loss leaders'  stuff they either sell at cost, or lose money on to get you in, and they bank on you buying other stuff to make their money.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,Whole chickens are really cheap to order from food distributors. I’m sure a lot of their cooked chicken was transferred from their meat department after not being sold on its Sell By date. Minimal profit/per is fine if they sell MORE of them. It’s great business.,1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"The Sam's Club where I shop charges the same price for rotisserie chicken.  And, yes, they keep their rotisserie chicken at the back of the store.  Now I know why they are so cheap.",
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"I love my Costco and it's only 1 3/4 miles from home, I fact when I first moved where I live now I could see Costco from my deck until the trees grew up. LOL!  I have been a member there since the store opened in the 90's.  Not so much of fan of the rotisserie chicken but at least half of my wardrobe and all of my sheets and towels come from there.  I even owned Costco stock for several years.  Love them!",4
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,"“Loss leaders” All big grocery stores do this. Not usually with chicken, but with staples that people continue to come back for: bread, milk, and eggs to name a few. These are often sold at cost or below to get people’s business.",1
https://www.youtube.com/watch?v=3qTZnwRbFY0&pp=ygUZY29zdGNvIHJvdGlzc2VyaWUgY2hpY2tlbg%3D%3D,This Is Why Costco Only Charges $5 For A Rotisserie Chicken,It's called a loss leader. Retail stores have been doing it for ages. The rotisserie chicken is hot and ready to eat. That means the people who buy it are hungry. Hungry people tend to spend more in a food store. It might even pay to give away the ready-to-eat chicken.,
